8920837,47762,100,2006-06-21
8920838,47762,99.84,2006-06-22
8920839,47762,100.16,2006-06-26
8920840,47762,98.7,2006-06-27
8920841,47762,99.42,2006-06-28
8920842,47762,102.03,2006-06-29
8920843,47762,103.31,2006-06-30
8920844,47762,103.87,2006-07-03
8920845,47762,102.39,2006-07-05
8920846,47762,103.06,2006-07-06
8920847,47762,103.05,2006-07-07
8920848,47762,102.78,2006-07-10
8920849,47762,102.43,2006-07-11
8920850,47762,101.59,2006-07-12
8920851,47762,99.71,2006-07-13
8920852,47762,98.77,2006-07-14
8920853,47762,98.39,2006-07-18
8920854,47762,100.94,2006-07-19
8920855,47762,100.92,2006-07-20
8920856,47762,100.69,2006-07-21
8920857,47762,102.59,2006-07-24
8920858,47762,102.87000000000002,2006-07-25
8920859,47762,103.94000000000001,2006-07-26
8920860,47762,104.11000000000003,2006-07-27
8920861,47762,105.41000000000001,2006-07-28
8920862,47762,104.68000000000002,2006-07-31
8920863,47762,103.99000000000001,2006-08-01
8920864,47762,104.76,2006-08-02
8920865,47762,104.54,2006-08-03
8920866,47762,105.20999999999998,2006-08-04
8920867,47762,104.51999999999998,2006-08-07
8920868,47762,104.42999999999999,2006-08-08
8920869,47762,104.67,2006-08-09
8920870,47762,104.2,2006-08-10
8920871,47762,103.75,2006-08-11
8920872,47762,104.86,2006-08-14
8920873,47762,107.16000000000001,2006-08-16
8920874,47762,107.40000000000002,2006-08-17
8920875,47762,107.59000000000002,2006-08-18
8920876,47762,106.98000000000002,2006-08-21
8920877,47762,106.86000000000001,2006-08-22
8920878,47762,106.49000000000001,2006-08-23
8920879,47762,106.80000000000003,2006-08-24
8920880,47762,107.11000000000003,2006-08-25
8920881,47762,108.07000000000002,2006-08-28
8920882,47762,108.86000000000003,2006-08-29
8920883,47762,109.40000000000005,2006-08-30
8920884,47762,108.94000000000004,2006-08-31
8920885,47762,109.98000000000003,2006-09-01
8920886,47762,109.79000000000003,2006-09-05
8920887,47762,108.96000000000002,2006-09-06
8920888,47762,108.15000000000003,2006-09-07
8920889,47762,108.68000000000005,2006-09-08
8920890,47762,109.04000000000005,2006-09-11
8920891,47762,110.40000000000005,2006-09-12
8920892,47762,110.78000000000006,2006-09-13
8920893,47762,110.57000000000005,2006-09-14
8920894,47762,109.83000000000006,2006-09-15
8920895,47762,109.64000000000006,2006-09-18
8920896,47762,109.01000000000006,2006-09-19
8920897,47762,110.37000000000008,2006-09-20
8920898,47762,110.28000000000007,2006-09-21
8920899,47762,110.10000000000007,2006-09-22
8920900,47762,110.69000000000008,2006-09-25
8920901,47762,111.82000000000006,2006-09-26
8920902,47762,111.75000000000007,2006-09-27
8920903,47762,111.95000000000009,2006-09-28
8920904,47762,112.2100000000001,2006-09-29
8920905,47762,112.3200000000001,2006-10-02
8920906,47762,112.34000000000012,2006-10-03
8920907,47762,113.44000000000013,2006-10-04
8920908,47762,113.05000000000013,2006-10-05
8920909,47762,111.91000000000012,2006-10-06
8920910,47762,112.14000000000013,2006-10-09
8920911,47762,112.22000000000013,2006-10-10
8920912,47762,112.42000000000014,2006-10-11
8920913,47762,113.43000000000015,2006-10-12
8920914,47762,113.15000000000015,2006-10-13
8920915,47762,113.35000000000014,2006-10-16
8920916,47762,112.81000000000014,2006-10-17
8920917,47762,113.00000000000014,2006-10-18
8920918,47762,113.22000000000014,2006-10-19
8920919,47762,113.46000000000014,2006-10-20
8920920,47762,114.00000000000016,2006-10-23
8920921,47762,114.52000000000017,2006-10-24
8920922,47762,115.18000000000018,2006-10-25
8920923,47762,115.58000000000015,2006-10-26
8920924,47762,115.33000000000015,2006-10-27
8920925,47762,114.77000000000015,2006-10-30
8920926,47762,115.25000000000017,2006-10-31
8920927,47762,115.38000000000017,2006-11-02
8920928,47762,114.96000000000016,2006-11-03
8920929,47762,116.70000000000017,2006-11-06
8920930,47762,116.98000000000016,2006-11-07
8920931,47762,116.77000000000015,2006-11-08
8920932,47762,116.82000000000015,2006-11-09
8920933,47762,116.56000000000016,2006-11-10
8920934,47762,117.16000000000015,2006-11-13
8920935,47762,117.66000000000015,2006-11-14
8920936,47762,118.06000000000016,2006-11-15
8920937,47762,118.14000000000016,2006-11-16
8920938,47762,117.95000000000016,2006-11-17
8920939,47762,117.41000000000015,2006-11-20
8920940,47762,117.27000000000015,2006-11-21
8920941,47762,117.72000000000017,2006-11-22
8920942,47762,117.82000000000015,2006-11-24
8920943,47762,116.27000000000015,2006-11-27
8920944,47762,116.52000000000014,2006-11-28
8920945,47762,117.79000000000015,2006-11-29
8920946,47762,117.73000000000015,2006-11-30
8920947,47762,117.34000000000015,2006-12-01
8920948,47762,117.88000000000014,2006-12-04
8920949,47762,118.57000000000014,2006-12-05
8920950,47762,118.29000000000015,2006-12-06
8920951,47762,118.12000000000015,2006-12-07
8920952,47762,118.01000000000015,2006-12-08
8920953,47762,118.87000000000015,2006-12-11
8920954,47762,119.29000000000015,2006-12-12
8920955,47762,119.77000000000014,2006-12-13
8920956,47762,120.43000000000015,2006-12-14
8920957,47762,120.40000000000015,2006-12-15
8920958,47762,120.08000000000014,2006-12-18
8920959,47762,120.27000000000014,2006-12-19
8920960,47762,120.47000000000014,2006-12-20
8920961,47762,120.27000000000014,2006-12-21
8920962,47762,119.82000000000014,2006-12-22
8920963,47762,121.18000000000013,2006-12-27
8920964,47762,121.16000000000012,2006-12-28
8920965,47762,121.25000000000013,2006-12-29
8920966,47762,122.00000000000013,2007-01-03
8920967,47762,122.51000000000015,2007-01-04
8920968,47762,121.36000000000014,2007-01-05
8920969,47762,121.77000000000014,2007-01-08
8920970,47762,121.84000000000016,2007-01-09
8920971,47762,121.46000000000015,2007-01-10
8920972,47762,122.62000000000016,2007-01-11
8920973,47762,123.17000000000017,2007-01-12
8920974,47762,123.11000000000017,2007-01-16
8920975,47762,122.83000000000017,2007-01-17
8920976,47762,122.82000000000016,2007-01-18
8920977,47762,123.43000000000018,2007-01-19
8920978,47762,122.86000000000017,2007-01-22
8920979,47762,122.57000000000016,2007-01-23
8920980,47762,123.42000000000016,2007-01-24
8920981,47762,122.10000000000015,2007-01-25
8920982,47762,121.83000000000015,2007-01-26
8920983,47762,121.96000000000015,2007-01-29
8920984,47762,122.53000000000016,2007-01-30
8920985,47762,123.06000000000016,2007-01-31
8920986,47762,123.56000000000016,2007-02-01
8920987,47762,123.51000000000016,2007-02-02
8920988,47762,123.77000000000017,2007-02-05
8920989,47762,124.21000000000018,2007-02-06
8920990,47762,124.4700000000002,2007-02-07
